6.0164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.1164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.2164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.3164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.4164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.5164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.6164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.7164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.8164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
6.9164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.0164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.1164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.2164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.3164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.4164	5	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.5164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.6164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.7164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.8164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
7.9164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.0164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.1164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.2164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.3164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.4164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.5164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.6164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.7164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.8164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
8.9164	6	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
9.0164	7	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
9.1164	7	0	baseline	-1	TGI_1	1	0.0000	30.00	30.00	30.00	30.00	30.00	nan	nan	nan	nan	nan
